seqnames	start	end	beta	pval	qval
chr2	240181777	240182450	-1.01602019560202	8.94129704857126e-05	0.0115547385849223
chr22	46262696	46264625	0.86506055763527	8.94129704857126e-05	0.0115547385849223
chr8	47097191	47109487	-0.592791242887954	9.07474924332606e-05	0.011591908149212
chr16	69106629	69107495	-1.24190602778951	9.20820143808085e-05	0.011591908149212
chr7	675452	676460	-1.0565878265452	9.20820143808085e-05	0.011591908149212
chr10	94820007	94823575	0.787624014803907	9.20820143808085e-05	0.011591908149212
chr21	32185210	32185460	-0.939898527452408	9.20820143808085e-05	0.011591908149212
chr8	145129222	145129295	-0.971575751660574	9.20820143808085e-05	0.011591908149212
chr7	99979309	99979750	0.640120749951728	9.20820143808085e-05	0.011591908149212
chr2	91759791	91764162	-0.493446431242839	9.20820143808085e-05	0.011591908149212
chr13	95364049	95366221	0.872517254460791	9.34165363283565e-05	0.011591908149212
chr13	75149833	75150126	0.57028259370979	9.34165363283565e-05	0.011591908149212
chr7	150822548	150823482	1.27681221805169	9.34165363283565e-05	0.011591908149212
chr1	6664069	6664410	-1.02678340629959	9.34165363283565e-05	0.011591908149212
chr6	41340891	41343549	0.870194051728789	9.34165363283565e-05	0.011591908149212
chr1	8298481	8298645	-0.991223830714007	9.34165363283565e-05	0.011591908149212
chr12	3599967	3600979	0.995135649794837	9.34165363283565e-05	0.011591908149212
chr15	68118178	68122787	0.666752540614001	9.34165363283565e-05	0.011591908149212
chr10	102987328	102988752	0.616417007132997	9.34165363283565e-05	0.011591908149212
chr11	128555442	128557249	0.835485038165562	9.34165363283565e-05	0.011591908149212
chr8	145721040	145722190	0.846916540472487	9.34165363283565e-05	0.011591908149212
chr9	137393008	137393435	0.594617357438286	9.34165363283565e-05	0.011591908149212
chr16	1268051	1273920	-0.514289914273714	9.34165363283565e-05	0.011591908149212
chr20	57088706	57090032	0.999572361984594	9.34165363283565e-05	0.011591908149212
chr9	130674451	130674875	0.962053230314891	9.47510582759044e-05	0.011591908149212
chr9	94182847	94184131	1.1997109595863	9.47510582759044e-05	0.011591908149212
chr1	205313913	205314127	0.829576628021046	9.47510582759044e-05	0.011591908149212
chr1	149326449	149326718	0.848433997308949	9.47510582759044e-05	0.011591908149212
chr6	136092224	136092647	-1.17062236604706	9.47510582759044e-05	0.011591908149212
chr10	133108848	133111051	0.785433202154959	9.47510582759044e-05	0.011591908149212
chr1	152747366	152747632	-0.953866512517037	9.47510582759044e-05	0.011591908149212
chr11	8832669	8833521	-0.699136048315465	9.47510582759044e-05	0.011591908149212
chr6	62995385	62996776	1.31070010500169	9.47510582759044e-05	0.011591908149212
chr15	70897099	70897972	-1.02573665003335	9.47510582759044e-05	0.011591908149212
chr20	57391728	57394101	-0.681303785605625	9.47510582759044e-05	0.011591908149212
chr1	9187481	9188079	-0.874892723967534	9.47510582759044e-05	0.011591908149212
chr19	48229355	48232171	-0.824049796511372	9.47510582759044e-05	0.011591908149212
chr22	39641406	39642377	0.61737356016215	9.47510582759044e-05	0.011591908149212
chr5	63801893	63803146	0.700132544408554	9.47510582759044e-05	0.011591908149212
chr13	21864256	21865540	-0.816009785645711	9.47510582759044e-05	0.011591908149212
chr8	141108563	141111080	0.739479483898692	9.47510582759044e-05	0.011591908149212
chr16	79263342	79263690	-0.714163284748341	9.47510582759044e-05	0.011591908149212
chr5	72593606	72598705	0.700021893429779	9.47510582759044e-05	0.011591908149212
chr5	10187687	10188027	-1.44850076215263	9.47510582759044e-05	0.011591908149212
chr10	122101947	122102224	-0.979161237689427	9.47510582759044e-05	0.011591908149212
chr19	48800266	48800913	-0.926029872236912	9.47510582759044e-05	0.011591908149212
chr15	66999339	67000165	0.89015317338881	9.47510582759044e-05	0.011591908149212
chr1	172025005	172025415	-1.46677566028013	9.47510582759044e-05	0.011591908149212
chr13	110431612	110434395	-0.724299285309802	9.60855802234524e-05	0.0116472050057315
chr2	127822378	127823268	-1.06414218045236	9.60855802234524e-05	0.0116472050057315
chr19	54468299	54468931	-0.655465874401067	9.60855802234524e-05	0.0116472050057315
chr12	3413995	3414461	-1.26051221379399	9.60855802234524e-05	0.0116472050057315
chr2	238535562	238536596	1.09886034621793	9.60855802234524e-05	0.0116472050057315
chr2	100722946	100723498	-1.01338840060795	9.60855802234524e-05	0.0116472050057315
chr2	164592333	164593601	1.07426402363077	9.60855802234524e-05	0.0116472050057315
chr16	1206630	1208077	-0.852127345509886	9.60855802234524e-05	0.0116472050057315
chr4	110223310	110224407	1.16877617902441	9.74201021710003e-05	0.011741568935176
chr16	1193069	1195084	-0.574377320774008	9.87546241185482e-05	0.011741568935176
chr20	61675373	61679226	-0.582558541086684	9.87546241185482e-05	0.011741568935176
chr5	172659080	172663793	0.713372925428672	9.87546241185482e-05	0.011741568935176
chr13	92304815	92305230	-1.18003961858001	9.87546241185482e-05	0.011741568935176
chr11	94473612	94474326	0.775525013917486	9.87546241185482e-05	0.011741568935176
chr3	197268811	197268984	-0.888534764232144	9.87546241185482e-05	0.011741568935176
chr2	194866595	194868335	-0.68843658183228	9.87546241185482e-05	0.011741568935176
chr20	44941414	44941647	1.25086934852468	9.87546241185482e-05	0.011741568935176
chr5	2641726	2642543	-0.813355717844539	0.000100089146066096	0.011741568935176
chr7	79081666	79083944	0.76132571713536	0.000100089146066096	0.011741568935176
chr20	60789786	60793192	-0.556323839687084	0.000100089146066096	0.011741568935176
chr19	54023915	54025116	0.981331204593047	0.000100089146066096	0.011741568935176
chr8	494452	496082	1.18346099953665	0.000101423668013644	0.011741568935176
chr15	74422326	74427616	0.558977817063218	0.000101423668013644	0.011741568935176
chr2	227654566	227655801	-1.02616302351617	0.000101423668013644	0.011741568935176
chr3	64253413	64253818	0.748867121488019	0.000101423668013644	0.011741568935176
chr22	21714817	21715629	1.0288137741467	0.000101423668013644	0.011741568935176
chr1	50881502	50888770	0.625053889192589	0.000101423668013644	0.011741568935176
chr19	2649865	2651072	-0.740886837560836	0.000101423668013644	0.011741568935176
chr17	43044262	43045296	0.813681285510564	0.000101423668013644	0.011741568935176
chr6	170038532	170038898	0.694623224598642	0.000101423668013644	0.011741568935176
chr12	132979462	132983985	-0.45778524184822	0.000101423668013644	0.011741568935176
chr11	117666354	117667473	0.895758705768513	0.000101423668013644	0.011741568935176
chr1	1350142	1350274	-1.38215746757328	0.000101423668013644	0.011741568935176
chr8	1314581	1319569	-0.601829400401282	0.000101423668013644	0.011741568935176
chr2	100214187	100214625	-1.1630491389601	0.000101423668013644	0.011741568935176
chr22	26565286	26566111	1.06814052312897	0.000101423668013644	0.011741568935176
chr11	102668758	102669419	-1.13216320297372	0.000101423668013644	0.011741568935176
chr1	54203664	54204472	0.934991773812628	0.000101423668013644	0.011741568935176
chr1	200010331	200011301	1.1436065899028	0.000101423668013644	0.011741568935176
chr3	124554140	124554483	-1.02684658491811	0.000101423668013644	0.011741568935176
chr17	76227851	76228755	0.666506968433084	0.000101423668013644	0.011741568935176
chr17	59485688	59485932	0.778758148497648	0.000101423668013644	0.011741568935176
chr15	42185497	42187327	-0.91914037190068	0.000101423668013644	0.011741568935176
chr19	1238428	1238756	0.674502687123029	0.000102758189961192	0.011741568935176
chr1	110609899	110613445	0.789763428491413	0.000102758189961192	0.011741568935176
chr8	53477424	53478874	1.16329559632189	0.000102758189961192	0.011741568935176
chr19	51170095	51172144	0.641614066198029	0.000102758189961192	0.011741568935176
chr8	47313722	47326734	-0.625610409200619	0.000102758189961192	0.011741568935176
chr1	155097342	155098492	-0.968297012259429	0.000102758189961192	0.011741568935176
chr1	115880168	115881044	1.04900076369677	0.000102758189961192	0.011741568935176
chr1	3188980	3189245	-1.06871680507397	0.000102758189961192	0.011741568935176
chr9	98784482	98785220	0.724195472257134	0.000102758189961192	0.011741568935176
chr4	82157086	82157674	-0.991441479963025	0.000102758189961192	0.011741568935176
chr5	50264900	50265931	0.70942650835342	0.000102758189961192	0.011741568935176
chr15	70767221	70767700	-0.934864302907328	0.000102758189961192	0.011741568935176
chr19	45975856	45976488	0.926188447012799	0.000102758189961192	0.011741568935176
chr2	168863230	168863431	1.31872897322238	0.000102758189961192	0.011741568935176
chr11	44508430	44508565	-0.987626280298506	0.000102758189961192	0.011741568935176
chr7	129917990	129918230	-1.13835763497062	0.000102758189961192	0.011741568935176
chr17	78041214	78042521	-1.35488729308273	0.000102758189961192	0.011741568935176
chr2	74741990	74743379	1.17752622040862	0.000102758189961192	0.011741568935176
chr17	7906685	7907363	0.76288480927106	0.00010409271190874	0.0117663925481468
chr20	60468981	60470202	-0.695539535228602	0.00010409271190874	0.0117663925481468
chr1	2934395	2939670	-0.513700378915989	0.00010409271190874	0.0117663925481468
chr11	69589017	69590712	0.709389447151376	0.00010409271190874	0.0117663925481468
chr6	6614296	6614939	-0.829888159156068	0.00010409271190874	0.0117663925481468
chr8	42947103	42947312	-0.869565730120343	0.00010409271190874	0.0117663925481468
chr2	149633012	149633909	1.12883406845729	0.00010409271190874	0.0117663925481468
chr2	87015937	87018222	0.856110328385716	0.00010409271190874	0.0117663925481468
chr14	33401815	33404584	0.978131842996438	0.00010409271190874	0.0117663925481468
chr11	13508681	13509138	-1.09813129899253	0.000105427233856288	0.0117663925481468
chr16	10274587	10277668	0.712784393578528	0.000105427233856288	0.0117663925481468
chr11	31845527	31848872	0.650968039571703	0.000105427233856288	0.0117663925481468
chr11	7273088	7274234	0.909808072496208	0.000105427233856288	0.0117663925481468
chr16	89107564	89110107	-0.555736898777611	0.000105427233856288	0.0117663925481468
chr12	115722889	115723298	-1.62595339432002	0.000105427233856288	0.0117663925481468
chr10	126711787	126713388	0.917066299686648	0.000105427233856288	0.0117663925481468
chr12	72665202	72667903	0.840563418604872	0.000105427233856288	0.0117663925481468
chr3	12856409	12856964	-0.900500139381178	0.000105427233856288	0.0117663925481468
chr3	42814274	42815104	1.05592814102377	0.000105427233856288	0.0117663925481468
chr14	106660102	106663494	-0.537622957627961	0.000105427233856288	0.0117663925481468
chr20	60385501	60389029	-0.663599677113699	0.000105427233856288	0.0117663925481468
chr12	34463891	34465569	-0.804817903375748	0.000105427233856288	0.0117663925481468
chr4	43412089	43412882	-0.701487970854264	0.000106761755803836	0.0118759677471291
chr19	43270792	43272638	-0.86910968133519	0.000106761755803836	0.0118759677471291
chr17	185730	186260	0.822992659927954	0.000108096277751384	0.0118759677471291
chr10	23487639	23488880	0.825246575783444	0.000108096277751384	0.0118759677471291
chr5	176797917	176797937	-0.226320145507939	0.000108096277751384	0.0118759677471291
chr6	160010346	160010790	-0.857581935519877	0.000108096277751384	0.0118759677471291
chr6	2783545	2783785	1.06307514240133	0.000108096277751384	0.0118759677471291
chr8	70378354	70379037	-0.868596335119187	0.000108096277751384	0.0118759677471291
chr13	95513506	95513659	-1.05347822810734	0.000108096277751384	0.0118759677471291
chr19	56151225	56151797	-0.79230566444948	0.000108096277751384	0.0118759677471291
chr3	193461599	193464237	-1.27380215134948	0.000108096277751384	0.0118759677471291
chr2	11727085	11727314	-0.940034002457207	0.000108096277751384	0.0118759677471291
chr15	102037424	102037885	-1.17178437181588	0.000108096277751384	0.0118759677471291
chr16	88457850	88458808	-0.797907196420463	0.000108096277751384	0.0118759677471291
chr11	3021829	3022094	0.837842975036396	0.000108096277751384	0.0118759677471291
chr20	55254211	55254442	-0.906350254493989	0.000109430799698932	0.0119233269682283
chr20	61141700	61147144	-0.465882416848881	0.000109430799698932	0.0119233269682283
chr17	27396771	27397131	-1.00833870600902	0.000109430799698932	0.0119233269682283
chr17	27201683	27201851	-0.939204238587868	0.000109430799698932	0.0119233269682283
chr1	192873744	192874005	-0.964714976613999	0.000109430799698932	0.0119233269682283
chr11	55594807	55595519	-0.91919403601956	0.000109430799698932	0.0119233269682283
chr15	62090563	62090902	-0.882968036706439	0.000109430799698932	0.0119233269682283
chr7	127670909	127672785	1.31832228979324	0.000109430799698932	0.0119233269682283
chr9	122131096	122132128	0.99812326904687	0.00011076532164648	0.0119973258822789
chr19	57831544	57832235	0.665880054129923	0.00011076532164648	0.0119973258822789
chr19	46379763	46380363	1.26216549305563	0.000112099843594028	0.0119973258822789
chr4	190935771	190945252	0.485422445675438	0.000112099843594028	0.0119973258822789
chr21	33957142	33959426	-0.812149500046477	0.000112099843594028	0.0119973258822789
chr6	71666193	71667177	1.13146759364336	0.000112099843594028	0.0119973258822789
chr7	92237896	92238480	-1.26887714111767	0.000113434365541576	0.0119973258822789
chr1	208132289	208133037	0.840094328921926	0.000113434365541576	0.0119973258822789
chr15	25421816	25429659	-0.438885181248066	0.000113434365541576	0.0119973258822789
chr14	38060480	38062184	1.08043494681002	0.000113434365541576	0.0119973258822789
chr2	106012383	106014791	-1.02698586359452	0.000113434365541576	0.0119973258822789
chr17	39253867	39254900	-0.681115086198337	0.000113434365541576	0.0119973258822789
chr16	66545390	66546799	-0.860618705583126	0.000113434365541576	0.0119973258822789
chr3	195648402	195648753	-1.23794967091156	0.000113434365541576	0.0119973258822789
chr16	1305334	1308081	-0.554128406837212	0.000113434365541576	0.0119973258822789
chr3	53532972	53533208	-0.742044524830933	0.000113434365541576	0.0119973258822789
chr10	16933392	16933597	-0.843251578869849	0.000113434365541576	0.0119973258822789
chr20	62810019	62810656	-0.365748070782245	0.000113434365541576	0.0119973258822789
chr8	82390955	82391144	-0.924164178141516	0.000113434365541576	0.0119973258822789
chrX	6144121	6147299	0.850289740089804	0.000113434365541576	0.0119973258822789
chr19	34113069	34114352	0.826135265628404	0.000113434365541576	0.0119973258822789
chr6	39290279	39291042	-0.790840707982386	0.000113434365541576	0.0119973258822789
chr2	239888981	239890225	-0.889059332704681	0.000113434365541576	0.0119973258822789
chr2	241815180	241816053	-0.74023287546048	0.000113434365541576	0.0119973258822789
chr5	156990991	156991531	-1.17212526806737	0.000113434365541576	0.0119973258822789
chr20	54579801	54580752	0.781226048805515	0.000113434365541576	0.0119973258822789
chrY	13252468	13258518	-0.838856282924363	0.000113434365541576	0.0119973258822789
chr17	38498762	38499166	-0.636934853574674	0.000114768887489124	0.0119973258822789
chr20	55099324	55101398	-0.607986965190925	0.000114768887489124	0.0119973258822789
chr19	2699744	2701076	-0.898451161700431	0.000114768887489124	0.0119973258822789
chr7	988811	989550	-1.36832049991271	0.000114768887489124	0.0119973258822789
chr11	1955684	1959009	-0.628387346983693	0.000114768887489124	0.0119973258822789
chr1	210419824	210420027	-0.960105915109648	0.000114768887489124	0.0119973258822789
chr3	159327137	159327476	-0.797584349181792	0.000114768887489124	0.0119973258822789
chr8	22547503	22548882	0.839322401243965	0.000114768887489124	0.0119973258822789
chrX	70147690	70149700	-0.961047900817871	0.000114768887489124	0.0119973258822789
chr11	133824587	133825602	1.17343160850008	0.000114768887489124	0.0119973258822789
chr10	80515878	80517039	-0.839897957897545	0.000114768887489124	0.0119973258822789
chr7	54609949	54610832	0.638622508704291	0.000114768887489124	0.0119973258822789
chr7	17274002	17274420	-1.29696800576977	0.000114768887489124	0.0119973258822789
chr19	46915238	46917036	0.653560061325881	0.000114768887489124	0.0119973258822789
chr10	133999863	134001411	0.735384313116931	0.000116103409436672	0.0121248248944845
chr11	101723220	101723593	-1.81005588582385	0.000118772453331767	0.012186584667413
chr10	134998301	135002936	-0.462757011731717	0.000118772453331767	0.012186584667413
chr9	111230427	111230909	-0.92575019283716	0.000118772453331767	0.012186584667413
chr1	249076807	249077080	-1.52712618640665	0.000118772453331767	0.012186584667413
chr1	225612534	225612700	-1.0948716864699	0.000118772453331767	0.012186584667413
chr4	156680172	156681273	1.2734230994871	0.000118772453331767	0.012186584667413
chr13	39264965	39265389	-1.14531304216241	0.000118772453331767	0.012186584667413
chr11	130854261	130854600	-2.01705332681769	0.000118772453331767	0.012186584667413
chr12	101539624	101540149	-1.61878752659454	0.000118772453331767	0.012186584667413
chr3	42743657	42746438	-0.540111729667269	0.000118772453331767	0.012186584667413
chr9	126774287	126778171	0.703596447113411	0.000118772453331767	0.012186584667413
chr16	87720472	87724531	-0.557459926461465	0.000118772453331767	0.012186584667413
chr19	6869900	6870025	-1.30908855595397	0.000118772453331767	0.012186584667413
chr7	157476495	157478642	0.960521958088736	0.000118772453331767	0.012186584667413
chr21	44816651	44817600	-1.16152158858878	0.000118772453331767	0.012186584667413
chr8	11549709	11550845	0.891515101320574	0.000118772453331767	0.012186584667413
chr9	132437925	132438205	-0.889322349652706	0.000118772453331767	0.012186584667413
chr19	13365863	13366157	-1.07558277838132	0.000118772453331767	0.012186584667413
chr4	18604517	18604876	-1.91882238117461	0.000121441497226863	0.0122578025553381
chr5	176754356	176755625	-1.15653722998515	0.000121441497226863	0.0122578025553381
chr12	99288360	99289428	1.02877358470696	0.000121441497226863	0.0122578025553381
chr17	10101324	10102592	0.98536443928096	0.000121441497226863	0.0122578025553381
chrX	153070867	153074551	-0.487756021668153	0.000121441497226863	0.0122578025553381
chr6	1056919	1057897	-1.28434453052791	0.000121441497226863	0.0122578025553381
chr6	166218200	166218772	1.34882562652993	0.000122776019174411	0.0122578025553381
chr7	2548043	2548253	0.331561708644245	0.000122776019174411	0.0122578025553381
chr12	7862886	7864313	-0.687149621666594	0.000122776019174411	0.0122578025553381
chr8	23571801	23572472	0.997892457769139	0.000122776019174411	0.0122578025553381
chr2	182321657	182323028	0.996614939805313	0.000122776019174411	0.0122578025553381
chr15	64456033	64456274	-0.982255514384691	0.000122776019174411	0.0122578025553381
chr6	33089765	33096776	-0.548269231874759	0.000122776019174411	0.0122578025553381
chr1	967836	969720	1.2811566064775	0.000122776019174411	0.0122578025553381
chr8	47144211	47148498	-0.604022107263945	0.000122776019174411	0.0122578025553381
chr19	37463928	37464786	1.04756628818836	0.000122776019174411	0.0122578025553381
chr8	144241202	144242038	1.16317279870149	0.000122776019174411	0.0122578025553381
chr5	29191780	29192200	-1.44856982512679	0.000122776019174411	0.0122578025553381
chr2	45164356	45164838	0.942436927241481	0.000122776019174411	0.0122578025553381
chr1	157668115	157672814	-0.704446386322215	0.000122776019174411	0.0122578025553381
chr4	157997167	157998232	1.19839323927151	0.000122776019174411	0.0122578025553381
chr7	3919788	3920336	-0.782075532138704	0.000124110541121959	0.0122578025553381
chr11	128746115	128746375	-1.07902328887669	0.000124110541121959	0.0122578025553381
chr6	28602461	28603970	0.762456341530629	0.000124110541121959	0.0122578025553381
chr16	2762494	2764280	-0.748131202947125	0.000124110541121959	0.0122578025553381
chr10	134893934	134899204	-0.402021334812174	0.000124110541121959	0.0122578025553381
chr3	134082811	134083420	0.530847787600272	0.000124110541121959	0.0122578025553381
chr2	236586027	236586206	0.885608926369238	0.000124110541121959	0.0122578025553381
chr10	102899156	102900807	0.579528214851745	0.000124110541121959	0.0122578025553381
chr1	6783792	6784827	-1.01917527756343	0.000124110541121959	0.0122578025553381
chr7	149917005	149918384	1.17200432677924	0.000124110541121959	0.0122578025553381
chr1	33219158	33220437	1.25222472578238	0.000124110541121959	0.0122578025553381
chr15	25438173	25443195	-0.602576445835305	0.000124110541121959	0.0122578025553381
chr19	6709822	6713524	-0.580531255165278	0.000124110541121959	0.0122578025553381
chr8	77590255	77590552	0.570125651277689	0.000124110541121959	0.0122578025553381
chr5	150020117	150020435	-0.740746259159739	0.000124110541121959	0.0122578025553381
chr10	2357121	2359926	-0.433889939032689	0.000124110541121959	0.0122578025553381
chr1	234908110	234908523	-1.26232423748487	0.000124110541121959	0.0122578025553381
chr12	125322569	125322807	-0.583576706905541	0.000124110541121959	0.0122578025553381
chr13	79483057	79485412	-1.11703826003701	0.000124110541121959	0.0122578025553381
chr7	1239667	1239977	-0.660093766661728	0.000125445063069507	0.012286168607494
chr19	11253682	11254045	-1.10776899792639	0.000125445063069507	0.012286168607494
chr9	117905075	117905236	-1.0325763315744	0.000125445063069507	0.012286168607494
chr19	30715001	30720196	0.686433304958362	0.000125445063069507	0.012286168607494
chr3	127056716	127057317	0.802955628884763	0.000125445063069507	0.012286168607494
chr8	91803657	91804462	0.926680745166437	0.000125445063069507	0.012286168607494
chr13	43148295	43149256	1.05184858884649	0.000125445063069507	0.012286168607494
chr7	175141	178952	-0.534360625330679	0.000125445063069507	0.012286168607494
chr3	121902510	121903352	0.928578258535448	0.000125445063069507	0.012286168607494
chr19	51993292	51994858	-0.963909442576867	0.000126779585017055	0.0123938783204636
chr8	58116801	58118754	-0.473117897686297	0.000126779585017055	0.0123938783204636
chr6	136914796	136915572	-1.31832278936676	0.000128114106964603	0.0124322494607746
chr17	41919458	41920567	-0.879658178991669	0.000128114106964603	0.0124322494607746
chr5	251905	252919	0.323193732503522	0.000128114106964603	0.0124322494607746
chr8	9760814	9764734	0.721523833376589	0.000128114106964603	0.0124322494607746
chr22	43739066	43739966	0.805974321619603	0.000128114106964603	0.0124322494607746
chr5	119799822	119801643	1.01090457267112	0.000128114106964603	0.0124322494607746
chr1	44568912	44569524	-0.695773070072073	0.000128114106964603	0.0124322494607746
chr10	124905464	124910294	0.66972408266475	0.000128114106964603	0.0124322494607746
chr13	36271766	36272013	-1.14683036404852	0.000129448628912151	0.0125272101196562
chr7	97362230	97363294	0.739365755019494	0.000129448628912151	0.0125272101196562
chr2	130988117	130989263	-0.907790667650039	0.000129448628912151	0.0125272101196562
chr7	80811181	80811831	-0.992317677259142	0.000130783150859699	0.0126331976832269
chr3	128209455	128213017	0.769642870549224	0.000130783150859699	0.0126331976832269
chrX	77413162	77413553	-1.87926955761988	0.000133452194754795	0.0127394961321982
chr16	87575055	87575538	-0.979045608840969	0.000133452194754795	0.0127394961321982
chr13	114747541	114748820	-0.990292013650889	0.000133452194754795	0.0127394961321982
chr7	207990	213940	-0.405224349432764	0.000133452194754795	0.0127394961321982
chr2	176956346	176957102	0.830001183379832	0.000133452194754795	0.0127394961321982
chr4	7719819	7720766	-0.533758251767285	0.000133452194754795	0.0127394961321982
chr11	20690631	20692847	0.783836729900957	0.000133452194754795	0.0127394961321982
chr20	53091695	53092718	1.15197050979224	0.000133452194754795	0.0127394961321982
chr10	102483781	102484616	0.553581655061017	0.000133452194754795	0.0127394961321982
chr8	47154136	47158561	-0.737261604025949	0.000133452194754795	0.0127394961321982
chr20	61689859	61691785	-0.791213539456777	0.000133452194754795	0.0127394961321982
chr10	125731715	125732842	0.896094541480299	0.000133452194754795	0.0127394961321982
chr11	114121877	114123776	-1.0514570963928	0.000133452194754795	0.0127394961321982
chr7	1967516	1967976	0.402281101960102	0.000134786716702343	0.0128436656583334
chr19	51858098	51858276	0.550154698457555	0.000134786716702343	0.0128436656583334
chr20	39319049	39321736	0.741023327983213	0.000137455760597439	0.0129727820460257
chr13	100583621	100584137	-1.00500079007276	0.000137455760597439	0.0129727820460257
chr1	3032850	3040763	-0.479760352138245	0.000137455760597439	0.0129727820460257
chr16	32627070	32629071	-1.04151978652085	0.000137455760597439	0.0129727820460257
chr7	5647495	5648379	-1.08371590001629	0.000137455760597439	0.0129727820460257
chr10	90846791	90847224	-0.859244042720077	0.000137455760597439	0.0129727820460257
chr2	59126750	59127055	-1.09875911324691	0.000137455760597439	0.0129727820460257
chr2	176945893	176950467	0.729531227660539	0.000137455760597439	0.0129727820460257
chr20	57429310	57430916	0.68555966223466	0.000138790282544987	0.0129727820460257
chr1	42048494	42048885	-0.993304515705977	0.000138790282544987	0.0129727820460257
chr20	61711674	61716469	-0.594954154329495	0.000138790282544987	0.0129727820460257
chr11	8040322	8041542	0.843298893924756	0.000138790282544987	0.0129727820460257
chr8	126425691	126425869	-1.06574402739863	0.000138790282544987	0.0129727820460257
chr21	11167100	11178049	-0.31124343245063	0.000138790282544987	0.0129727820460257
chr17	72347798	72348228	1.18009380506043	0.000138790282544987	0.0129727820460257
chr8	1993821	1994644	-0.766574524566999	0.000138790282544987	0.0129727820460257
chr6	33049543	33053791	-0.761693386138781	0.000138790282544987	0.0129727820460257
chr5	138883090	138883746	-1.35925115319955	0.000140124804492535	0.0129727820460257
chr11	107460759	107463191	0.783440211542506	0.000141459326440083	0.0129727820460257
chr6	10381523	10382980	0.691330909210264	0.000141459326440083	0.0129727820460257
chr12	4918512	4919533	0.75891440846334	0.000141459326440083	0.0129727820460257
chr14	35871576	35872058	0.738122954467208	0.000141459326440083	0.0129727820460257
chr11	6656969	6657214	-0.927397847990331	0.000141459326440083	0.0129727820460257
chr17	32906276	32908950	0.947805837664893	0.000142793848387631	0.0129727820460257
chr2	76323483	76323858	-1.63041128666604	0.000142793848387631	0.0129727820460257
chr16	88955111	88961324	-0.472625426779336	0.000142793848387631	0.0129727820460257
chr8	40289785	40290109	-1.58976491901333	0.000142793848387631	0.0129727820460257
chr19	40901790	40903419	-1.10281322239613	0.000142793848387631	0.0129727820460257
chr8	6782499	6783987	-0.727193017356089	0.000142793848387631	0.0129727820460257
chr11	132080609	132081702	-0.914174262011	0.000142793848387631	0.0129727820460257
chr21	37801572	37802715	-0.619144321788821	0.000142793848387631	0.0129727820460257
chr17	79899044	79899585	-0.63000946007111	0.000142793848387631	0.0129727820460257
chr2	1688890	1691283	-0.820184764535223	0.000142793848387631	0.0129727820460257
chr14	74705986	74708598	0.625199917434968	0.000142793848387631	0.0129727820460257
chr21	11107048	11111901	-0.41244021926507	0.000142793848387631	0.0129727820460257
chr6	28367165	28367801	0.750085270077909	0.000142793848387631	0.0129727820460257
chr7	114670789	114671106	-1.65997181930543	0.000142793848387631	0.0129727820460257
chr17	35165154	35165913	0.962178885388073	0.000142793848387631	0.0129727820460257
chr11	19367036	19368464	0.809150167917345	0.000142793848387631	0.0129727820460257
chr2	31360225	31361479	1.09760677591602	0.000142793848387631	0.0129727820460257
chr2	98962894	98964245	0.784874329426983	0.000142793848387631	0.0129727820460257
chr17	77180913	77181715	-0.921788607401401	0.000142793848387631	0.0129727820460257
chr1	1565800	1567986	1.10305571528024	0.000142793848387631	0.0129727820460257
chr14	61822491	61822774	-0.995470031279082	0.000142793848387631	0.0129727820460257
chr20	30060747	30061789	-0.816363923964992	0.000142793848387631	0.0129727820460257
chr6	31820942	31821648	-1.84336421051537	0.000142793848387631	0.0129727820460257
chr8	1008318	1013554	-0.510602968528991	0.000142793848387631	0.0129727820460257
chr11	70977753	70978061	-0.916885345614919	0.000142793848387631	0.0129727820460257
chr6	123522955	123524573	-0.655387749065254	0.000142793848387631	0.0129727820460257
chr6	33141248	33149068	-0.490377900313296	0.000142793848387631	0.0129727820460257
chr8	37005593	37006453	-1.03931744098162	0.000142793848387631	0.0129727820460257
chr8	145014863	145015224	-0.830988684273707	0.000142793848387631	0.0129727820460257
chr9	138671189	138673249	-0.787805277636252	0.000142793848387631	0.0129727820460257
chr7	155587794	155588629	-0.671678221731163	0.000142793848387631	0.0129727820460257
chr14	57274621	57279229	0.5121694462322	0.000144128370335179	0.0129727820460257
chr9	31294117	31294505	-1.59500856934468	0.000144128370335179	0.0129727820460257
chr20	31780494	31782332	-0.834472462428886	0.000144128370335179	0.0129727820460257
chr14	35009492	35009970	-1.00324269251336	0.000144128370335179	0.0129727820460257
chr11	111383288	111383891	0.855999259725727	0.000144128370335179	0.0129727820460257
chr3	144922790	144923076	-1.05104705586061	0.000144128370335179	0.0129727820460257
chr1	38679218	38679467	-0.908237138856374	0.000144128370335179	0.0129727820460257
chr9	115566405	115566505	-1.82427388836474	0.000144128370335179	0.0129727820460257
chr2	141787134	141787349	-0.807664274545068	0.000144128370335179	0.0129727820460257
chr20	61997001	62002517	-0.85242550913779	0.000144128370335179	0.0129727820460257
chr8	124729920	124730373	-1.28762453005175	0.000144128370335179	0.0129727820460257
chr15	79382446	79384148	0.779766917727302	0.000145462892282726	0.0130595001421856
chr1	57887621	57890701	0.806713255317738	0.000145462892282726	0.0130595001421856
chr16	68015076	68016508	-0.828592009284981	0.000145462892282726	0.0130595001421856
chr17	43047067	43047937	0.98463593309158	0.000146797414230274	0.0131015222702454
